,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2020-11-18 09:19:00,2020-11-18 12:51:00,BANKNIFTY19NOV2029400PE,337.09999999999997,190.95,-25,3653.7499999999995,Target hit,VolPattern
