,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2021-02-19 09:41:00,2021-02-19 10:11:00,NIFTY25FEB2115100PE,158.1,131.05,-75,2028.7499999999986,Target hit,VolPattern
