,Key,Symbol,EntryPrice,CurrentPrice,Quantity,PositionStatus,Pnl,TargetPrice,SlPrice,TargetKey,SlKey,BreakEvenPrice,BreakEvenKey,PreSlExit,MinReqPnl,MainCheck,SignalType
0,2020-09-17 10:48:00,NIFTY17SEP2011500CE,73.9,48.2,75,-1,1927.5000000000002,0,79.7,Low,High,11544.85,Low,True,750,True,VolPattern
