,Key,Symbol,EntryPrice,CurrentPrice,Quantity,PositionStatus,Pnl,TargetPrice,SlPrice,TargetKey,SlKey,BreakEvenPrice,BreakEvenKey,PreSlExit,MinReqPnl,MainCheck,SignalType
0,2021-01-12 09:55:00,BANKNIFTY14JAN2131800CE,376.05,388.95,25,-1,-322.49999999999943,0,395.3,Low,High,31725.85,Low,True,1000,True,VolPattern
