,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2020-10-26 09:35:00,2020-10-26 11:14:00,NIFTY29OCT2011900PE,94.3,105.95,-75,-873.7500000000005,SlHit,VolPattern
1,2020-10-26 11:50:00,2020-10-26 12:09:00,NIFTY29OCT2011900PE,127.5,138.9,-75,-855.0000000000005,SlHit,VolPattern
