,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2021-02-23 09:44:00,2021-02-23 10:04:00,BANKNIFTY25FEB2135100CE,466.09999999999997,571.05,-25,-2623.7499999999995,SlHit,VolPattern
1,2021-02-23 11:27:00,2021-02-23 11:38:00,BANKNIFTY25FEB2135200CE,468.3,393.5,-25,1870.0000000000002,Target hit,VolPattern
