,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2020-09-14 10:37:00,2020-09-14 11:00:00,BANKNIFTY17SEP2022600PE,248.85,271.7,-25,-571.2499999999999,SlHit,VolPattern
1,2020-09-14 11:15:00,2020-09-14 12:11:00,BANKNIFTY17SEP2022700PE,307.09999999999997,322.3,-25,-380.00000000000114,SlHit,VolPattern
2,2020-09-14 12:21:00,2020-09-14 12:24:00,BANKNIFTY17SEP2022700PE,309.05,325.25,-25,-404.9999999999997,SlHit,VolPattern
