,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2020-08-20 09:22:00,2020-08-20 09:39:00,BANKNIFTY20AUG2021900CE,131.29999999999998,177.0,-25,-1142.5000000000005,SlHit,VolPattern
1,2020-08-20 10:25:00,2020-08-20 10:34:00,BANKNIFTY20AUG2021900CE,162.14999999999998,173.5,-25,-283.75000000000057,SlHit,VolPattern
2,2020-08-20 12:33:00,2020-08-20 12:35:00,BANKNIFTY20AUG2021900CE,153.2,88.8,-25,1609.9999999999998,Target hit,VolPattern
