,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2020-09-17 10:01:00,2020-09-17 10:11:00,BANKNIFTY17SEP2022300CE,149.95,168.0,-25,-451.2500000000003,SlHit,VolPattern
1,2020-09-17 10:19:00,2020-09-17 10:29:00,BANKNIFTY17SEP2022300CE,172.45,193.5,-25,-526.2500000000002,SlHit,VolPattern
2,2020-09-17 11:40:00,2020-09-17 11:45:00,BANKNIFTY17SEP2022300CE,141.64999999999998,106.0,-25,891.2499999999994,Target hit,VolPattern
