,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2020-08-12 10:06:00,2020-08-12 11:10:00,BANKNIFTY13AUG2022000CE,278.8,311.1,-25,-807.5000000000002,SlHit,VolPattern
