,Key,Symbol,EntryPrice,CurrentPrice,Quantity,PositionStatus,Pnl,TargetPrice,SlPrice,TargetKey,SlKey,BreakEvenPrice,BreakEvenKey,PreSlExit,MinReqPnl,MainCheck,SignalType
0,2021-01-25 09:31:00,NIFTY28JAN2114450CE,118.25,102.85,75,-1,1155.0000000000005,0,137.0,Low,High,14435.7,Low,True,0.0,True,VolPattern
