,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2020-12-15 10:32:00,2020-12-15 10:36:00,BANKNIFTY17DEC2030500PE,340.4,354.2,-25,-345.0000000000003,SlHit,VolPattern
