,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2020-10-12 09:24:00,2020-10-12 09:33:00,BANKNIFTY15OCT2024300PE,456.8,515.95,-25,-1478.750000000001,SlHit,VolPattern
1,2020-10-12 09:44:00,2020-10-12 10:01:00,BANKNIFTY15OCT2024200PE,427.84999999999997,491.65,-25,-1595.0000000000002,SlHit,VolPattern
