Time,Pnl,UnrealizedPnl,RealizedPnl
1608090360,0,0,0 
1608090420,0,0,0 
1608090480,0,0,0 
1608090540,0,0,0 
1608090600,0,0,0 
1608090660,-168.74999999999892,-168.74999999999892,0 
1608090720,-93.74999999999893,-93.74999999999893,0 
1608090780,-116.24999999999979,-116.24999999999979,0 
1608090840,-206.24999999999892,-206.24999999999892,0 
1608090900,-134.99999999999977,-134.99999999999977,0 
1608090960,-172.49999999999977,-172.49999999999977,0 
1608091020,-78.74999999999979,-78.74999999999979,0 
1608091080,-78.74999999999979,-78.74999999999979,0 
1608091140,-528.7499999999998,-528.7499999999998,0 
1608091200,-356.2499999999989,-356.2499999999989,0 
1608091260,-93.74999999999893,-93.74999999999893,0 
1608091320,168.75000000000108,168.75000000000108,0 
1608091380,262.5000000000011,262.5000000000011,0 
1608091440,210.00000000000085,210.00000000000085,0 
1608091500,67.50000000000043,67.50000000000043,0 
1608091560,168.75000000000108,168.75000000000108,0 
1608091620,82.50000000000064,82.50000000000064,0 
1608091680,-33.74999999999915,-33.74999999999915,0 
1608091740,101.25000000000064,101.25000000000064,0 
1608091800,-74.99999999999893,-74.99999999999893,0 
1608091860,37.500000000001066,37.500000000001066,0 
1608091920,30.000000000000426,30.000000000000426,0 
1608091980,45.00000000000064,45.00000000000064,0 
1608092040,112.50000000000107,112.50000000000107,0 
1608092100,217.50000000000043,217.50000000000043,0 
1608092160,112.50000000000107,112.50000000000107,0 
1608092220,146.25000000000023,146.25000000000023,0 
1608092280,138.75000000000063,138.75000000000063,0 
1608092340,247.50000000000085,247.50000000000085,0 
1608092400,153.75000000000085,153.75000000000085,0 
1608092460,48.750000000000426,48.750000000000426,0 
1608092520,172.50000000000085,172.50000000000085,0 
1608092580,153.75000000000085,153.75000000000085,0 
1608092640,123.75000000000043,123.75000000000043,0 
1608092700,112.50000000000107,112.50000000000107,0 
1608092760,-153.74999999999977,-153.74999999999977,0 
1608092820,-71.24999999999915,-71.24999999999915,0 
1608092880,-206.24999999999892,-206.24999999999892,0 
1608092940,-74.99999999999893,-74.99999999999893,0 
1608093000,-89.99999999999915,-89.99999999999915,0 
1608093060,-123.74999999999936,-123.74999999999936,0 
1608093120,-112.49999999999893,-112.49999999999893,0 
1608093180,-194.99999999999957,-194.99999999999957,0 
1608093240,-138.74999999999957,-138.74999999999957,0 
1608093300,-104.99999999999936,-104.99999999999936,0 
1608093360,-198.74999999999937,-198.74999999999937,0 
1608093420,-416.2499999999998,-416.2499999999998,0 
1608093480,-761.2499999999993,0,-761.2499999999993 
1608093540,-761.2499999999993,0,-761.2499999999993 
1608093600,-761.2499999999993,0,-761.2499999999993 
1608093660,-761.2499999999993,0,-761.2499999999993 
1608093720,-761.2499999999993,0,-761.2499999999993 
1608093780,-761.2499999999993,0,-761.2499999999993 
1608093840,-761.2499999999993,0,-761.2499999999993 
1608093900,-761.2499999999993,0,-761.2499999999993 
1608093960,-761.2499999999993,0,-761.2499999999993 
1608094020,-761.2499999999993,0,-761.2499999999993 
1608094080,-761.2499999999993,0,-761.2499999999993 
1608094140,-761.2499999999993,0,-761.2499999999993 
1608094200,-761.2499999999993,0,-761.2499999999993 
1608094260,-761.2499999999993,0,-761.2499999999993 
1608094320,-761.2499999999993,0,-761.2499999999993 
1608094380,-761.2499999999993,0,-761.2499999999993 
1608094440,-761.2499999999993,0,-761.2499999999993 
1608094500,-761.2499999999993,0,-761.2499999999993 
1608094560,-761.2499999999993,0,-761.2499999999993 
1608094620,-761.2499999999993,0,-761.2499999999993 
1608094680,-761.2499999999993,0,-761.2499999999993 
1608094740,-761.2499999999993,0,-761.2499999999993 
1608094800,-761.2499999999993,0,-761.2499999999993 
1608094860,-761.2499999999993,0,-761.2499999999993 
1608094920,-761.2499999999993,0,-761.2499999999993 
1608094980,-761.2499999999993,0,-761.2499999999993 
1608095040,-761.2499999999993,0,-761.2499999999993 
1608095100,-761.2499999999993,0,-761.2499999999993 
1608095160,-761.2499999999993,0,-761.2499999999993 
1608095220,-761.2499999999993,0,-761.2499999999993 
1608095280,-761.2499999999993,0,-761.2499999999993 
1608095340,-761.2499999999993,0,-761.2499999999993 
1608095400,-761.2499999999993,0,-761.2499999999993 
1608095460,-761.2499999999993,0,-761.2499999999993 
1608095520,-761.2499999999993,0,-761.2499999999993 
1608095580,-761.2499999999993,0,-761.2499999999993 
1608095640,-761.2499999999993,0,-761.2499999999993 
1608095700,-761.2499999999993,0,-761.2499999999993 
1608095760,-761.2499999999993,0,-761.2499999999993 
1608095820,-761.2499999999993,0,-761.2499999999993 
1608095880,-761.2499999999993,0,-761.2499999999993 
1608095940,-761.2499999999993,0,-761.2499999999993 
1608096000,-761.2499999999993,0,-761.2499999999993 
1608096060,-761.2499999999993,0,-761.2499999999993 
1608096120,-761.2499999999993,0,-761.2499999999993 
1608096180,-761.2499999999993,0,-761.2499999999993 
1608096240,-761.2499999999993,0,-761.2499999999993 
1608096300,-761.2499999999993,0,-761.2499999999993 
1608096360,-761.2499999999993,0,-761.2499999999993 
1608096420,-761.2499999999993,0,-761.2499999999993 
1608096480,-761.2499999999993,0,-761.2499999999993 
1608096540,-761.2499999999993,0,-761.2499999999993 
1608096600,-761.2499999999993,0,-761.2499999999993 
1608096660,-761.2499999999993,0,-761.2499999999993 
1608096720,-761.2499999999993,0,-761.2499999999993 
1608096780,-761.2499999999993,0,-761.2499999999993 
1608096840,-761.2499999999993,0,-761.2499999999993 
1608096900,-761.2499999999993,0,-761.2499999999993 
1608096960,-761.2499999999993,0,-761.2499999999993 
1608097020,-761.2499999999993,0,-761.2499999999993 
1608097080,-761.2499999999993,0,-761.2499999999993 
1608097140,-761.2499999999993,0,-761.2499999999993 
1608097200,-761.2499999999993,0,-761.2499999999993 
1608097260,-761.2499999999993,0,-761.2499999999993 
1608097320,-761.2499999999993,0,-761.2499999999993 
1608097380,-761.2499999999993,0,-761.2499999999993 
1608097440,-761.2499999999993,0,-761.2499999999993 
1608097500,-761.2499999999993,0,-761.2499999999993 
1608097560,-761.2499999999993,0,-761.2499999999993 
1608097620,-761.2499999999993,0,-761.2499999999993 
1608097680,-761.2499999999993,0,-761.2499999999993 
1608097740,-761.2499999999993,0,-761.2499999999993 
1608097800,-761.2499999999993,0,-761.2499999999993 
1608097860,-761.2499999999993,0,-761.2499999999993 
1608097920,-761.2499999999993,0,-761.2499999999993 
1608097980,-761.2499999999993,0,-761.2499999999993 
1608098040,-761.2499999999993,0,-761.2499999999993 
1608098100,-761.2499999999993,0,-761.2499999999993 
1608098160,-761.2499999999993,0,-761.2499999999993 
1608098220,-761.2499999999993,0,-761.2499999999993 
1608098280,-761.2499999999993,0,-761.2499999999993 
1608098340,-761.2499999999993,0,-761.2499999999993 
