,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2021-01-12 09:24:00,2021-01-12 09:58:00,NIFTY14JAN2114500PE,114.25,122.1,-75,-588.7499999999995,SlHit,VolPattern
1,2021-01-12 10:06:00,2021-01-12 10:10:00,NIFTY14JAN2114550PE,141.95,148.85,-75,-517.5000000000005,SlHit,VolPattern
2,2021-01-12 10:29:00,2021-01-12 12:40:00,NIFTY14JAN2114500PE,117.9,68.4,-75,3712.5,Target hit,VolPattern
