,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2020-12-16 10:07:00,2020-12-16 10:59:00,NIFTY17DEC2013600CE,77.8,88.75,-75,-821.2500000000002,SlHit,VolPattern
1,2020-12-16 11:14:00,2020-12-16 12:03:00,NIFTY17DEC2013650CE,55.300000000000004,58.45,-75,-236.2499999999999,SlHit,VolPattern
2,2020-12-16 12:22:00,2020-12-16 13:45:00,NIFTY17DEC2013650CE,54.800000000000004,59.5,-75,-352.49999999999966,SlHit,VolPattern
