Time,Pnl,UnrealizedPnl,RealizedPnl
1613965560,0,0,0 
1613965620,0,0,0 
1613965680,0,0,0 
1613965740,0,0,0 
1613965800,0,0,0 
1613965860,0,0,0 
1613965920,0,0,0 
1613965980,0,0,0 
1613966040,0,0,0 
1613966100,0,0,0 
1613966160,0,0,0 
1613966220,0,0,0 
1613966280,0,0,0 
1613966340,0,0,0 
1613966400,1198.7499999999998,1198.7499999999998,0 
1613966460,906.25,906.25,0 
1613966520,943.75,943.75,0 
1613966580,1101.2500000000002,1101.2500000000002,0 
1613966640,943.75,943.75,0 
1613966700,1116.2499999999995,1116.2499999999995,0 
1613966760,1332.5000000000002,1332.5000000000002,0 
1613966820,1713.7500000000002,1713.7500000000002,0 
1613966880,1047.4999999999995,1047.4999999999995,0 
1613966940,670.0000000000002,670.0000000000002,0 
1613967000,629.9999999999998,629.9999999999998,0 
1613967060,1276.2500000000002,1276.2500000000002,0 
1613967120,376.2500000000003,376.2500000000003,0 
1613967180,556.25,556.25,0 
1613967240,862.5,862.5,0 
1613967300,1070.0000000000002,1070.0000000000002,0 
1613967360,593.75,593.75,0 
1613967420,893.75,893.75,0 
1613967480,1043.75,1043.75,0 
1613967540,945.0000000000002,945.0000000000002,0 
1613967600,742.4999999999998,742.4999999999998,0 
1613967660,54.999999999999716,54.999999999999716,0 
1613967720,29.999999999999716,29.999999999999716,0 
1613967780,428.74999999999943,428.74999999999943,0 
1613967840,-8.750000000000568,-8.750000000000568,0 
1613967900,-441.24999999999943,-441.24999999999943,0 
1613967960,-351.2500000000003,-351.2500000000003,0 
1613968020,123.74999999999972,123.74999999999972,0 
1613968080,-370.0000000000003,-370.0000000000003,0 
1613968140,-1317.4999999999998,-1317.4999999999998,0 
1613968200,-1381.25,-1381.25,0 
1613968260,-1251.2500000000002,-1251.2500000000002,0 
1613968320,-462.5,-462.5,0 
1613968380,-878.7499999999994,-878.7499999999994,0 
1613968440,-807.5000000000002,-807.5000000000002,0 
1613968500,-1004.9999999999998,-1004.9999999999998,0 
1613968560,-1436.2499999999998,-1436.2499999999998,0 
1613968620,-1257.5000000000002,-1257.5000000000002,0 
1613968680,-1381.25,-1381.25,0 
1613968740,-671.2500000000006,-671.2500000000006,0 
1613968800,-1479.9999999999998,-1479.9999999999998,0 
1613968860,-1583.7500000000005,-1583.7500000000005,0 
1613968920,-1498.7500000000011,-1498.7500000000011,0 
1613968980,-2093.75,-2093.75,0 
1613969040,-1961.2500000000011,-1961.2500000000011,0 
1613969100,-2015.0000000000005,-2015.0000000000005,0 
1613969160,-2793.75,0,-2793.75 
1613969220,-2793.75,0,-2793.75 
1613969280,-2793.75,0,-2793.75 
1613969340,-2793.75,0,-2793.75 
1613969400,-2793.75,0,-2793.75 
1613969460,-2793.75,0,-2793.75 
1613969520,-2793.75,0,-2793.75 
1613969580,-2793.75,0,-2793.75 
1613969640,-2793.75,0,-2793.75 
1613969700,-2793.75,0,-2793.75 
1613969760,-2793.75,0,-2793.75 
1613969820,-2793.75,0,-2793.75 
1613969880,-2793.75,0,-2793.75 
1613969940,-2793.75,0,-2793.75 
1613970000,-2793.75,0,-2793.75 
1613970060,-2793.75,0,-2793.75 
1613970120,-2793.75,0,-2793.75 
1613970180,-2793.75,0,-2793.75 
1613970240,-2793.75,0,-2793.75 
1613970300,-2793.75,0,-2793.75 
1613970360,-2793.75,0,-2793.75 
1613970420,-2793.75,0,-2793.75 
1613970480,-2793.75,0,-2793.75 
1613970540,-2793.75,0,-2793.75 
1613970600,-2793.75,0,-2793.75 
1613970660,-2793.75,0,-2793.75 
1613970720,-2793.75,0,-2793.75 
1613970780,-2793.75,0,-2793.75 
1613970840,-2793.75,0,-2793.75 
1613970900,-2793.75,0,-2793.75 
1613970960,-2793.75,0,-2793.75 
1613971020,-2793.75,0,-2793.75 
1613971080,-2793.75,0,-2793.75 
1613971140,-2793.75,0,-2793.75 
1613971200,-2793.75,0,-2793.75 
1613971260,-2793.75,0,-2793.75 
1613971320,-2793.75,0,-2793.75 
1613971380,-2793.75,0,-2793.75 
1613971440,-2793.75,0,-2793.75 
1613971500,-2793.75,0,-2793.75 
1613971560,-2793.75,0,-2793.75 
1613971620,-2793.75,0,-2793.75 
1613971680,-2793.75,0,-2793.75 
1613971740,-2793.75,0,-2793.75 
1613971800,-2793.75,0,-2793.75 
1613971860,-2793.75,0,-2793.75 
1613971920,-2793.75,0,-2793.75 
1613971980,-2793.75,0,-2793.75 
1613972040,-2793.75,0,-2793.75 
1613972100,-2793.75,0,-2793.75 
1613972160,-2793.75,0,-2793.75 
1613972220,-2793.75,0,-2793.75 
1613972280,-2793.75,0,-2793.75 
1613972340,-2793.75,0,-2793.75 
1613972400,-2793.75,0,-2793.75 
1613972460,-2793.75,0,-2793.75 
1613972520,-2793.75,0,-2793.75 
1613972580,-2793.75,0,-2793.75 
1613972640,-2793.75,0,-2793.75 
1613972700,-2793.75,0,-2793.75 
1613972760,-2793.75,0,-2793.75 
1613972820,-2793.75,0,-2793.75 
1613972880,-2793.75,0,-2793.75 
1613972940,-2793.75,0,-2793.75 
1613973000,-2793.75,0,-2793.75 
1613973060,-2793.75,0,-2793.75 
1613973120,-2793.75,0,-2793.75 
1613973180,-2793.75,0,-2793.75 
1613973240,-2793.75,0,-2793.75 
1613973300,-2793.75,0,-2793.75 
1613973360,-2793.75,0,-2793.75 
1613973420,-2793.75,0,-2793.75 
1613973480,-2793.75,0,-2793.75 
1613973540,-2793.75,0,-2793.75 
1613973600,-2793.75,0,-2793.75 
1613973660,-2793.75,0,-2793.75 
1613973720,-2793.75,0,-2793.75 
1613973780,-2793.75,0,-2793.75 
1613973840,-2793.75,0,-2793.75 
1613973900,-2793.75,0,-2793.75 
1613973960,-2793.75,0,-2793.75 
1613974020,-2793.75,0,-2793.75 
1613974080,-2793.75,0,-2793.75 
1613974140,-2793.75,0,-2793.75 
1613974200,-2793.75,0,-2793.75 
1613974260,-2793.75,0,-2793.75 
1613974320,-2793.75,0,-2793.75 
1613974380,-2793.75,0,-2793.75 
1613974440,-2793.75,0,-2793.75 
1613974500,-2793.75,0,-2793.75 
1613974560,-2793.75,0,-2793.75 
1613974620,-2793.75,0,-2793.75 
1613974680,-2793.75,0,-2793.75 
1613974740,-2793.75,0,-2793.75 
1613974800,-2793.75,0,-2793.75 
1613974860,-2793.75,0,-2793.75 
1613974920,-2793.75,0,-2793.75 
1613974980,-2793.75,0,-2793.75 
1613975040,-2793.75,0,-2793.75 
1613975100,-2793.75,0,-2793.75 
1613975160,-2793.75,0,-2793.75 
1613975220,-2793.75,0,-2793.75 
1613975280,-2793.75,0,-2793.75 
1613975340,-2793.75,0,-2793.75 
1613975400,-2793.75,0,-2793.75 
1613975460,-2793.75,0,-2793.75 
1613975520,-2793.75,0,-2793.75 
1613975580,-2793.75,0,-2793.75 
1613975640,-2793.75,0,-2793.75 
1613975700,-2793.75,0,-2793.75 
1613975760,-2793.75,0,-2793.75 
1613975820,-2793.75,0,-2793.75 
1613975880,-2793.75,0,-2793.75 
1613975940,-2793.75,0,-2793.75 
1613976000,-2793.75,0,-2793.75 
1613976060,-2793.75,0,-2793.75 
1613976120,-2793.75,0,-2793.75 
1613976180,-2793.75,0,-2793.75 
