,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,Pnl,ExitType,SignalType
0,2020-12-24 10:31:00,2020-12-24 11:13:00,NIFTY24DEC2013650CE,79.10000000000001,36.85,-75,3168.7500000000005,Target hit,VolPattern
