Time,Pnl,UnrealizedPnl,RealizedPnl
1606794360,0,0,0 
1606794420,0,0,0 
1606794480,0,0,0 
1606794540,0,0,0 
1606794600,0,0,0 
1606794660,0,0,0 
1606794720,0,0,0 
1606794780,0,0,0 
1606794840,0,0,0 
1606794900,0,0,0 
1606794960,0,0,0 
1606795020,0,0,0 
1606795080,0,0,0 
1606795140,0,0,0 
1606795200,0,0,0 
1606795260,0,0,0 
1606795320,0,0,0 
1606795380,0,0,0 
1606795440,0,0,0 
1606795500,0,0,0 
1606795560,0,0,0 
1606795620,0,0,0 
1606795680,0,0,0 
1606795740,0,0,0 
1606795800,0,0,0 
1606795860,0,0,0 
1606795920,0,0,0 
1606795980,0,0,0 
1606796040,0,0,0 
1606796100,0,0,0 
1606796160,0,0,0 
1606796220,0,0,0 
1606796280,0,0,0 
1606796340,0,0,0 
1606796400,0,0,0 
1606796460,0,0,0 
1606796520,0,0,0 
1606796580,0,0,0 
1606796640,0,0,0 
1606796700,0,0,0 
1606796760,0,0,0 
1606796820,0,0,0 
1606796880,0,0,0 
1606796940,0,0,0 
1606797000,0,0,0 
1606797060,0,0,0 
1606797120,0,0,0 
1606797180,0,0,0 
1606797240,0,0,0 
1606797300,0,0,0 
1606797360,0,0,0 
1606797420,0,0,0 
1606797480,0,0,0 
1606797540,0,0,0 
1606797600,0,0,0 
1606797660,0,0,0 
1606797720,0,0,0 
1606797780,0,0,0 
1606797840,0,0,0 
1606797900,0,0,0 
1606797960,0,0,0 
1606798020,0,0,0 
1606798080,0,0,0 
1606798140,0,0,0 
1606798200,0,0,0 
1606798260,0,0,0 
1606798320,0,0,0 
1606798380,0,0,0 
1606798440,0,0,0 
1606798500,0,0,0 
1606798560,0,0,0 
1606798620,-262.4999999999989,-262.4999999999989,0 
1606798680,-228.74999999999977,-228.74999999999977,0 
1606798740,-367.4999999999994,0,-367.4999999999994 
1606798800,-367.4999999999994,0,-367.4999999999994 
1606798860,-367.4999999999994,0,-367.4999999999994 
1606798920,-367.4999999999994,0,-367.4999999999994 
1606798980,-367.4999999999994,0,-367.4999999999994 
1606799040,-367.4999999999994,0,-367.4999999999994 
1606799100,-367.4999999999994,0,-367.4999999999994 
1606799160,-367.4999999999994,0,-367.4999999999994 
1606799220,-367.4999999999994,0,-367.4999999999994 
1606799280,-367.4999999999994,0,-367.4999999999994 
1606799340,-367.4999999999994,0,-367.4999999999994 
1606799400,-367.4999999999994,0,-367.4999999999994 
1606799460,-367.4999999999994,0,-367.4999999999994 
1606799520,-367.4999999999994,0,-367.4999999999994 
1606799580,-367.4999999999994,0,-367.4999999999994 
1606799640,-367.4999999999994,0,-367.4999999999994 
1606799700,-367.4999999999994,0,-367.4999999999994 
1606799760,-367.4999999999994,0,-367.4999999999994 
1606799820,-367.4999999999994,0,-367.4999999999994 
1606799880,-367.4999999999994,0,-367.4999999999994 
1606799940,-367.4999999999994,0,-367.4999999999994 
1606800000,-367.4999999999994,0,-367.4999999999994 
